0,0,0
1,1,0
2,3,0
3,5,0
4,7,0
6,9,0
7,11,0
8,13,0
9,15,0
10,17,0
12,19,0
13,21,0
14,23,0
15,25,0
16,27,0
18,29,0
19,30,0
20,32,0
21,34,0
23,36,0
24,38,0
25,40,0
26,42,0
27,44,0
29,46,0
30,48,0
31,50,0
32,52,0
33,54,0
35,56,1
36,58,1
37,60,1
38,61,1
39,63,1
41,65,1
42,67,1
43,69,1
44,71,1
46,73,1
47,75,1
48,77,1
49,79,1
50,81,1
52,83,1
53,85,1
54,87,1
55,89,1
56,91,1
58,92,1
59,94,1
60,96,1
61,98,1
63,100,1
64,102,1
65,104,1
66,106,1
67,108,1
69,110,2
70,112,2
71,114,2
72,116,2
73,118,2
75,120,2
76,122,2
77,123,2
78,125,2
79,127,2
81,129,2
82,131,2
83,133,2
84,135,2
86,137,2
87,139,2
88,141,2
89,143,2
90,145,2
92,147,2
93,149,2
94,151,2
95,153,2
96,154,2
98,156,2
99,158,2
100,160,2
101,162,2
102,163,3
102,164,3
103,164,3
103,165,3
103,165,3
104,166,3
104,166,4
105,167,4
105,167,4
105,168,4
106,168,4
106,169,4
107,170,5
107,170,5
107,171,5
108,171,5
108,172,5
109,172,5
109,173,6
109,173,6
110,174,6
110,174,6
110,175,6
111,176,6
111,176,7
112,177,7
112,177,7
112,178,7
113,178,7
113,179,7
114,179,8
114,180,8
114,180,8
115,181,8
115,182,8
116,182,8
116,183,9
116,183,9
117,184,9
117,184,9
118,185,9
118,185,9
118,186,10
119,186,10
119,187,10
119,188,10
120,188,10
120,189,10
121,189,11
121,190,11
121,190,11
122,191,11
122,191,11
123,192,11
123,192,12
123,193,12
124,194,12
124,194,12
125,195,12
125,195,12
125,196,13
126,196,13
126,197,13
127,197,13
127,198,13
127,198,13
128,199,14
128,200,14
129,200,14
129,201,14
129,201,14
130,202,14
130,202,15
130,203,15
131,203,15
131,204,15
132,205,15
132,205,15
132,206,16
133,206,16
133,207,16
134,207,16
134,208,16
134,208,16
135,209,17
136,209,19
137,210,20
138,210,22
138,211,23
139,211,24
140,212,26
141,212,27
142,213,28
142,213,30
143,214,31
144,214,32
145,215,34
146,215,35
147,215,37
147,216,38
148,216,39
149,217,41
150,217,42
151,218,43
151,218,45
152,219,46
153,219,47
154,220,49
155,220,50
156,221,51
156,221,53
157,222,54
158,222,56
159,223,57
160,223,58
160,223,60
161,224,61
162,224,62
163,225,64
164,225,65
165,226,66
165,226,68
166,227,69
167,227,71
168,228,72
169,228,73
169,229,75
170,229,76
171,230,77
172,230,79
173,231,80
174,231,81
174,232,83
175,232,84
176,232,86
177,233,87
178,233,88
178,234,90
179,234,91
180,235,92
181,235,94
182,236,95
183,236,96
183,237,98
184,237,99
185,238,100
186,238,102
187,239,103
187,239,105
188,240,106
189,240,107
190,241,109
191,241,110
192,241,111
192,242,113
193,242,114
194,243,115
195,243,117
196,244,118
196,244,120
197,245,121
198,245,122
199,246,124
200,246,125
201,247,126
201,247,128
202,248,129
203,248,130
204,249,132
205,249,133
206,250,135
