0,0,0
2,1,0
4,2,0
6,3,1
8,5,1
10,6,2
12,7,2
14,9,3
16,10,3
17,11,4
19,12,4
20,13,5
21,14,5
23,15,6
24,16,6
25,17,7
26,18,7
27,19,8
28,20,8
29,21,9
30,21,9
31,22,10
32,23,10
33,23,11
34,24,11
35,25,11
36,26,12
37,26,12
38,27,13
39,28,13
40,28,13
42,29,14
43,30,14
44,31,14
45,31,15
46,32,15
47,33,15
48,34,15
49,34,16
50,35,16
52,36,16
53,37,16
54,37,17
55,38,17
56,39,17
57,40,17
58,40,17
60,41,18
61,42,18
62,43,18
63,43,18
64,44,18
65,45,18
67,46,19
68,46,19
69,47,19
70,48,19
71,49,19
73,49,19
74,50,20
75,51,20
76,52,20
77,53,20
79,53,20
80,54,20
81,55,20
82,56,21
84,57,21
85,57,21
86,58,21
87,59,21
88,60,21
90,61,21
91,61,22
92,62,22
93,63,22
95,64,22
96,65,22
97,65,22
98,66,22
100,67,22
101,68,23
102,69,23
103,70,23
105,70,23
106,71,23
107,72,23
109,73,23
110,74,23
111,75,24
112,75,24
114,76,24
115,77,24
116,78,24
118,79,24
119,80,24
120,80,24
121,81,24
123,82,25
124,83,25
125,84,25
127,85,25
128,85,25
129,86,25
131,87,25
132,88,25
133,89,25
135,90,25
136,91,25
137,91,26
139,92,26
140,93,26
141,94,26
143,95,26
144,96,26
145,97,26
147,98,26
148,98,26
149,99,26
151,100,26
152,101,26
153,102,26
155,103,26
156,104,27
157,105,27
159,105,27
160,106,27
161,107,27
161,107,27
162,108,29
163,109,31
164,110,33
165,111,35
166,113,37
167,114,39
168,115,41
169,116,43
170,117,44
170,118,46
171,119,48
172,120,50
173,121,52
174,122,53
175,123,55
176,124,57
177,126,59
178,127,60
178,128,62
179,129,64
180,130,66
181,131,67
182,132,69
183,133,71
184,134,72
184,135,74
185,137,76
186,138,78
187,139,79
188,140,81
189,141,83
189,142,84
190,143,86
191,144,88
192,145,89
193,147,91
193,148,93
194,149,95
195,150,96
196,151,98
197,152,100
198,153,101
198,154,103
199,156,105
200,157,107
201,158,108
201,159,110
202,160,112
203,161,113
204,162,115
205,164,117
205,165,119
206,166,120
207,167,122
208,168,124
208,169,126
209,170,127
210,172,129
211,173,131
211,174,133
212,175,134
213,176,136
214,177,138
214,179,140
215,180,141
216,181,143
217,182,145
217,183,147
218,184,148
219,186,150
219,187,152
220,188,154
221,189,155
222,190,157
222,191,159
223,193,161
224,194,162
224,195,164
225,196,166
226,197,168
226,199,170
227,200,171
228,201,173
228,202,175
229,203,177
230,204,179
230,206,180
231,207,182
232,208,184
232,209,186
233,210,188
234,212,189
234,213,191
235,214,193
236,215,195
236,216,197
237,218,199
238,219,200
238,220,202
239,221,204
239,223,206
240,224,208
241,225,210
241,226,211
242,227,213
243,229,215
243,230,217
244,231,219
244,232,221
245,234,223
245,235,224
246,236,226
247,237,228
247,238,230
248,240,232
248,241,234
249,242,236
250,243,238
250,245,239
251,246,241
251,247,243
252,248,245
252,250,247
253,251,249
253,252,251
254,253,253
255,254,255
