0,0,0
2,0,0
5,0,1
8,1,1
11,1,2
14,2,2
16,2,3
19,3,4
22,3,4
25,4,5
28,4,5
31,5,6
33,5,6
36,6,7
39,6,8
42,6,8
45,7,9
48,7,9
50,8,10
53,8,11
56,9,11
59,9,12
62,10,12
65,10,13
67,11,13
70,11,14
73,12,15
76,12,15
79,12,16
82,13,16
84,13,17
87,14,18
90,14,18
93,15,19
96,15,19
98,16,20
101,16,20
104,17,21
107,17,22
110,18,22
113,18,23
115,19,23
118,19,24
121,19,25
124,20,25
127,20,26
130,21,26
132,21,27
135,22,27
138,22,28
141,23,29
144,23,29
147,24,30
149,24,30
152,25,31
155,25,32
158,25,32
161,26,33
164,26,33
166,27,34
169,27,34
172,28,35
175,28,36
178,29,36
181,29,37
183,30,37
186,30,38
189,31,39
192,31,39
195,31,40
197,32,40
200,32,41
203,33,41
206,33,42
209,34,43
212,34,43
214,35,44
217,35,44
220,36,45
223,36,46
226,37,46
229,37,47
231,38,47
234,38,48
237,38,48
238,40,50
238,42,51
238,43,53
238,45,55
238,47,56
238,49,58
238,50,59
238,52,61
238,54,63
238,55,64
239,57,66
239,59,67
239,61,69
239,62,71
239,64,72
239,66,74
239,68,75
239,69,77
239,71,79
239,73,80
239,74,82
240,76,83
240,78,85
240,80,86
240,81,88
240,83,90
240,85,91
240,86,93
240,88,94
240,90,96
240,92,98
241,93,99
241,95,101
241,97,102
241,99,104
241,100,106
241,102,107
241,104,109
241,105,110
241,107,112
241,109,114
241,111,115
242,112,117
242,114,118
242,116,120
242,118,122
242,119,123
242,121,125
242,123,126
242,124,128
242,126,129
242,128,131
243,130,133
243,131,134
243,133,136
243,135,137
243,136,139
243,138,141
243,140,142
243,142,144
243,143,145
243,145,147
243,147,149
244,149,150
244,150,152
244,152,153
244,154,155
244,155,157
244,157,158
244,159,160
244,161,161
244,162,163
244,164,165
245,166,166
245,167,168
245,169,169
245,171,171
245,173,172
245,174,174
245,176,176
245,178,177
245,180,179
245,181,180
245,183,182
246,184,183
246,185,184
246,186,185
246,187,186
246,187,186
246,188,187
246,189,188
246,190,189
246,191,190
247,191,191
247,192,191
247,193,192
247,194,193
247,195,194
247,196,195
247,196,196
247,197,196
247,198,197
247,199,198
248,200,199
248,200,200
248,201,201
248,202,201
248,203,202
248,204,203
248,205,204
248,205,205
248,206,206
248,207,206
249,208,207
249,209,208
249,209,209
249,210,210
249,211,210
249,212,211
249,213,212
249,214,213
249,214,214
250,215,215
250,216,215
250,217,216
250,218,217
250,218,218
250,219,219
250,220,220
250,221,220
250,222,221
250,223,222
251,223,223
251,224,224
251,225,225
251,226,225
251,227,226
251,227,227
251,228,228
251,229,229
251,230,230
251,231,230
252,232,231
252,232,232
252,233,233
252,234,234
252,235,235
252,236,235
252,236,236
252,237,237
252,238,238
253,239,239
253,240,240
253,241,240
253,241,241
253,242,242
253,243,243
253,244,244
253,245,245
253,245,245
253,246,246
254,247,247
254,248,248
254,249,249
254,250,250
254,250,250
254,251,251
254,252,252
254,253,253
254,254,254
255,255,255
